../bba/Slam_After_Major_Fit.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
1     S  6H-S                    KT2.AQJ7.KT32.43 J53.9.976.KJT876 AQ8.T8652.AQ54.A 9764.K43.J8.Q952 | 1H-P-2N=1=-P-3C=2=-P-3H-P-4N-P-5D=3=-P-5S-P-6D=4=-P-6H | Jacoby 2NT | Shortness  !C | A=1/5 or 4/5 | !H queen and !D king
    1  1H-P-2N=1=-P-3C=2=-P-3H-P-4N-P-5D=3=-P-5S-P-6D=4=-P-6H | Jacoby 2NT | Shortness  !C | A=1/5 or 4/5 | !H queen and !D king
    3  1H-P-2N=1=-P-3C=2=-P-4H | Jacoby 2NT | Shortness  !C
    1  1H-P-2N=1=-P-3C=2=-P-4H-P-4N-P-5H=3=-P-6H | Jacoby 2NT | Shortness  !C | A=2/5 or 5/5, Q(H)=0
    1  1H-P-2N=1=-P-3D=2=-P-3H-P-4C-P-4D-P-4N-P-5C=3=-P-5D-P-5S=4=-P-5N=5=-P-6D=6=-P-7H | Jacoby 2NT | Shortness  !D | A=0/5 or 3/5 | !H queen and !S king | King ask by 5NT | K=1
    1  1H-P-2N=1=-P-3D=2=-P-3H-P-4C-P-4D-P-4N-P-5H=3=-P-5N=4=-P-6D=5=-P-6H | Jacoby 2NT | Shortness  !D | A=2/5 or 5/5, Q(H)=0 | King ask by 5NT | K=1
    1  1H-P-2N=1=-P-3D=2=-P-3H-P-4C-P-4N-P-5S=3=-P-7H | Jacoby 2NT | Shortness  !D | A=2/5 or 5/5, Q(H)=1
    1  1H-P-2N=1=-P-3D=2=-P-3H-P-4H-P-4N-P-5D=3=-P-6H | Jacoby 2NT | Shortness  !D | A=1/5 or 4/5
    1  1H-P-2N=1=-P-3D=2=-P-3H-P-4N-P-5C=3=-P-6H | Jacoby 2NT | Shortness  !D | A=0/5 or 3/5
    1  1H-P-2N=1=-P-3D=2=-P-3H-P-4N-P-5H=3= | Jacoby 2NT | Shortness  !D | A=2/5 or 5/5, Q(H)=0
    1  1H-P-2N=1=-P-3D=2=-P-4H-P-4N-P-5D=3=-X-6H | Jacoby 2NT | Shortness  !D | A=1/5 or 4/5
    1  1H-P-2N=1=-P-3H-P-3N-P-4C-P-4D-P-4N-P-5H=2=-P-6H | Jacoby 2NT | A=2/5 or 5/5, Q(H)=0
    1  1H-P-2N=1=-P-3H-P-3N-P-4N-P-5C=2=-P-5N=3=-P-6C=4=-P-6H | Jacoby 2NT | A=0/5 or 3/5 | King ask by 5NT | K=0
    1  1H-P-2N=1=-P-3H-P-3N-P-4N-P-5D=2=-P-5S-P-6H=3= | Jacoby 2NT | A=1/5 or 4/5 | No !H queen
    1  1H-P-2N=1=-P-3H-P-3S-P-4C-P-4N-P-5C=2=-P-5D-P-6D=3=-P-6H | Jacoby 2NT | A=0/5 or 3/5 | !H queen and !D king
    1  1H-P-2N=1=-P-3H-P-3S-P-4C-P-4N-P-5C=2=-P-6H | Jacoby 2NT | A=0/5 or 3/5
    1  1H-P-2N=1=-P-3H-P-3S-P-4C-P-4N-P-5D=2=-P-6H | Jacoby 2NT | A=1/5 or 4/5
    1  1H-P-2N=1=-P-3H-P-3S-P-4C-P-5H | Jacoby 2NT
    1  1H-P-2N=1=-P-3H-P-3S-P-4D-P-4N-P-5C=2=-P-5D-P-5N=3=-P-6H | Jacoby 2NT | A=0/5 or 3/5 | !H queen no !S king no !C king no !D king
    1  1H-P-2N=1=-P-3H-P-3S-P-4D-P-4N-P-5D=2=-P-6H | Jacoby 2NT | A=1/5 or 4/5
    1  1H-P-2N=1=-P-3H-P-3S-P-4H | Jacoby 2NT
    1  1H-P-2N=1=-P-3H-P-4C-P-4D-P-4H-P-4N-P-5D=2=-P-5H | Jacoby 2NT | A=1/5 or 4/5
    1  1H-P-2N=1=-P-3H-P-4C-P-4D-P-4N-P-5C=2=-P-5D-P-5S=3=-P-5N=4=-P-6D=5=-P-6H | Jacoby 2NT | A=0/5 or 3/5 | !H queen and !S king | King ask by 5NT | K=1
    1  1H-P-2N=1=-P-3H-P-4D-P-4S-P-4N-P-5H=2= | Jacoby 2NT | A=2/5 or 5/5, Q(H)=0
    1  1H-P-2N=1=-P-3H-P-4H-P-4N-P-5D=2=-P-5H | Jacoby 2NT | A=1/5 or 4/5
    1  1H-P-2N=1=-P-3H-P-4H-P-4N-P-5D=2=-P-5N=3=-P-6C=4=-P-6H | Jacoby 2NT | A=1/5 or 4/5 | King ask by 5NT | K=0
    1  1H-P-2N=1=-P-3H-P-4N-P-5C=2=-P-5D-P-6D=3=-P-6H | Jacoby 2NT | A=0/5 or 3/5 | !H queen and !D king
    1  1H-P-2N=1=-P-3H-P-4N-P-5C=2=-P-6H | Jacoby 2NT | A=0/5 or 3/5
    1  1H-P-2N=1=-P-3H-P-4N-P-5S=2=-P-5N=3=-P-6C=4=-P-7H | Jacoby 2NT | A=2/5 or 5/5, Q(H)=1 | King ask by 5NT | K=0
    1  1H-P-2N=1=-P-3N | Jacoby 2NT
    1  1H-P-2N=1=-P-3N-P-4C-P-4H-P-4N-P-5D=2=-P-5S-P-6D=3=-P-6H | Jacoby 2NT | A=1/5 or 4/5 | !H queen and !D king
    1  1H-P-2N=1=-P-3N-P-4C-P-4H-P-4N-P-5S=2=-P-6H | Jacoby 2NT | A=2/5 or 5/5, Q(H)=1
    1  1H-P-2N=1=-P-3N-P-4H | Jacoby 2NT
    5  1H-P-2N=1=-P-3N-P-6H | Jacoby 2NT
    1  1H-P-2N=1=-P-3S=2=-P-3N-P-4H-P-4N-P-5D=3=-P-5H | Jacoby 2NT | Shortness  !S | A=1/5 or 4/5
    1  1H-P-2N=1=-P-3S=2=-P-3N-P-4N-P-5D=3=-P-5H | Jacoby 2NT | Shortness  !S | A=1/5 or 4/5
    1  1H-P-2N=1=-P-3S=2=-P-4H-P-4N-P-5D=3=-P-5S-P-6C=4=-P-6H | Jacoby 2NT | Shortness  !S | A=1/5 or 4/5 | !H queen and !C king
    1  1H-P-2N=1=-P-3S=2=-P-4H-P-4N-P-5H=3=-P-6H | Jacoby 2NT | Shortness  !S | A=2/5 or 5/5, Q(H)=0
    1  1H-P-2N=1=-P-3S=2=-P-4N-P-5C=3=-P-5H-P-6H | Jacoby 2NT | Shortness  !S | A=0/5 or 3/5
    9  1H-P-2N=1=-P-4H | Jacoby 2NT
    1  1H-P-2N=1=-P-4H-P-4N-P-5D=2=-P-5H | Jacoby 2NT | A=1/5 or 4/5
    1  1H-P-2N=1=-P-4H-P-4N-P-5D=2=-P-5N=3=-P-6D=4=-P-6H | Jacoby 2NT | A=1/5 or 4/5 | King ask by 5NT | K=1
    2  1H-P-2N=1=-P-4H-P-4N-P-5H=2= | Jacoby 2NT | A=2/5 or 5/5, Q(H)=0
    3  1H-P-2N=1=-P-4H-P-4N-P-5H=2=-P-6H | Jacoby 2NT | A=2/5 or 5/5, Q(H)=0
    1  1H-P-2N=1=-P-4H-P-4N-P-5S=2=-P-6H | Jacoby 2NT | A=2/5 or 5/5, Q(H)=1
    1  1H-P-2N=1=-P-4H-P-4N-P-5S=2=-P-7H | Jacoby 2NT | A=2/5 or 5/5, Q(H)=1
    1  1H-P-3H-P-3N-P-4H-P-4N-P-5D=1=-P-6H | A=1/5 or 4/5
    1  1H-P-3H-P-4N-P-5D=1=-P-5S-P-6C=2=-P-6H | A=1/5 or 4/5 | !H queen and !C king
    4  1H-P-3N-P-4C-P-4H
    1  1H-P-3N-P-4C-P-4H-P-4N-P-5C=1=-P-5N=2=-P-6C=3=-P-7H | A=0/5 or 3/5 | King ask by 5NT | K=0
    1  1H-P-3N-P-4C-P-4H-P-4N-P-5C=1=-P-6H | A=0/5 or 3/5
    1  1H-P-3N-P-4C-P-4H-P-4N-P-5H=1= | A=2/5 or 5/5, Q(H)=0
    4  1H-P-3N-P-4H
    1  1H-P-3S=1=-P-3N-P-4H-P-4N-P-5D=2=-P-6H | Splinter | A=1/5 or 4/5
    1  1H-P-3S=1=-P-3N-P-6H | Splinter
    1  1H-P-3S=1=-X-4D-P-4H-P-4N-P-5D=2=-P-5H | Splinter | A=1/5 or 4/5
    1  1H-P-3S=1=-X-4D-P-4H-P-4N-P-5D=2=-P-5S-P-5N=3=-P-6H | Splinter | A=1/5 or 4/5 | !H queen no !C king no !D king
    1  1H-P-4C=1=-P-4D-P-4N-P-5S=2=-P-6H | Splinter | A=2/5 or 5/5, Q(H)=1
    1  1H-P-4D=1=-P-4N-P-5D=2=-P-5S-P-6H=3= | Splinter | A=1/5 or 4/5 | No !H queen
    2  1N-P-2C=1=-P-2H-P-3N | Stayman
    1  1N-P-2C=1=-P-2H-P-3S-P-4C-P-4H-P-4N-P-5H=2=-P-6H | Stayman | A=2/5 or 5/5, Q(H)=0
    1  1N-P-2C=1=-P-2H-P-3S-P-4C-P-4N-P-5S=2=-P-6H | Stayman | A=2/5 or 5/5, Q(H)=1
    1  1N-P-2C=1=-P-2H-P-4H | Stayman
    2  1N-P-2C=1=-P-2H-P-4N-P-6N | Stayman
    1  1N-P-2C=1=-P-2S-P-3H-P-3S-P-4C-P-4D-P-4N-P-5C=2=-P-6S | Stayman | A=0/5 or 3/5
    1  1N-P-2C=1=-P-2S-P-3H-P-3S-P-4C-P-4N-P-5H=2=-P-6S | Stayman | A=2/5 or 5/5, Q(S)=0
    1  1N-P-2C=1=-P-2S-P-4S | Stayman
    1  1N-P-2H-P-2N=1=-P-3N-P-4C-P-4D-P-4N-P-5H=2=-P-5S | Extended acceptance after NT | A=2/5 or 5/5, Q(S)=0
    1  1N-P-2H-P-2S-P-3N
    1  1N-P-2H-P-2S-P-4S
   10  1N-P-3N
    1  1N-P-4C-P-4S=1=-P-4N-P-5H-P-6H | A=2 out of 4
    1  1N-P-4H=1=-P-4S | Texas
    1  1S-P-1N=1=-3H-3S-P-4S | Forcing 1NT
    1  1S-P-1N=1=-P-2N-P-4H | Forcing 1NT
    4  1S-P-1N=1=-P-2N-P-4S | Forcing 1NT
    1  1S-P-1N=1=-P-2N-P-4S-P-4N-P-5D=2=-P-5S | Forcing 1NT | A=1/5 or 4/5
    2  1S-P-1N=1=-P-3C-P-3S-P-4C-P-4D-P-4S | Forcing 1NT
    1  1S-P-1N=1=-P-3C-P-3S-P-4C-P-4D-P-4S-P-4N-P-5C=2=-P-6S | Forcing 1NT | A=0/5 or 3/5
    1  1S-P-1N=1=-P-3C-P-3S-P-4N-P-5D=2=-P-6S | Forcing 1NT | A=1/5 or 4/5
    1  1S-P-1N=1=-P-3D-P-3S-P-4N-P-5D=2=-P-6S | Forcing 1NT | A=1/5 or 4/5
    1  1S-P-1N=1=-P-3H-P-3S-P-4C-P-4D-P-4N-P-5S=2=-P-6S | Forcing 1NT | A=2/5 or 5/5, Q(S)=1
    2  1S-P-1N=1=-P-3H-P-3S-P-4C-P-4D-P-4S | Forcing 1NT
    1  1S-P-1N=1=-P-3H-P-3S-P-4C-P-4D-P-4S-P-4N-P-5C=2=-P-5D-P-5S=3= | Forcing 1NT | A=0/5 or 3/5 | No !S queen
    1  1S-P-1N=1=-P-3H-P-3S-P-4C-P-4D-P-4S-P-4N-P-5S=2=-P-6S | Forcing 1NT | A=2/5 or 5/5, Q(S)=1
    1  1S-P-1N=1=-P-3H-P-3S-P-4N-P-5D=2=-P-5H-P-5S=3=-P-6S | Forcing 1NT | A=1/5 or 4/5 | No !S queen
    1  1S-P-1N=1=-P-3H-P-3S-P-4N-P-5D=2=-P-5S | Forcing 1NT | A=1/5 or 4/5
    1  1S-P-1N=1=-P-3H-P-3S-P-4N-P-5H=2=-P-6S | Forcing 1NT | A=2/5 or 5/5, Q(S)=0
    2  1S-P-1N=1=-P-3N-P-4S | Forcing 1NT
    1  1S-P-1N=1=-P-3N-P-4S-P-4N-P-5D=2=-P-5H-P-6D=3=-P-6S | Forcing 1NT | A=1/5 or 4/5 | !S queen and !D king
    1  1S-P-1N=1=-P-3S-P-4N-P-5C=2=-P-5D-P-5S=3=-P-7S | Forcing 1NT | A=0/5 or 3/5 | No !S queen
    1  1S-P-1N=1=-P-3S-P-4N-P-5C=2=-P-6S | Forcing 1NT | A=0/5 or 3/5
    1  1S-P-1N=1=-P-3S-P-4S | Forcing 1NT
    1  1S-P-1N=1=-P-4S | Forcing 1NT
    1  1S-P-1N=1=-P-4S-P-4N-P-5D=2=-P-5S | Forcing 1NT | A=1/5 or 4/5
    1  1S-P-2C-4D-4H-P-4N-P-5S=1=-P-5N=2=-P-6C=3=-P-6H | A=2/5 or 5/5, Q(H)=1 | King ask by 5NT | K=0
    1  1S-P-2C-4H-4S
    1  1S-P-2C-P-2H-P-2S-P-3C-P-3D-P-4N-P-5D=1=-P-6S | A=1/5 or 4/5
    1  1S-P-2C-P-2H-P-2S-P-3C-P-3S-P-4D-P-4N-P-5C=1=-P-5D-P-5H=2=-P-6S | A=0/5 or 3/5 | !S queen and !H king
    1  1S-P-2C-P-2H-P-2S-P-3C-P-3S-P-4H-P-5C-P-5S
    1  1S-P-2C-P-2H-P-2S-P-3C-P-3S-P-4N-P-5S=1= | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2C-P-2H-P-2S-P-3D-P-3S-P-4N-P-5D=1=-P-6S | A=1/5 or 4/5
    1  1S-P-2C-P-2H-P-2S-P-3H-P-3N-P-4D-P-4N-P-5C=1=-P-5S-P-6S | A=0/5 or 3/5
    1  1S-P-2C-P-2H-P-2S-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2C-P-2H-P-2S-P-4N-P-5S=1= | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2C-P-2H-P-3H-P-3S-P-3N-P-4N-P-5C=1=-P-5D-P-5N=2=-P-6H | A=0/5 or 3/5 | !H queen no !S king no !C king no !D king
    1  1S-P-2C-P-2H-P-3S-P-4S
    1  1S-P-2C-P-2H-P-4H-P-4N-P-5H=1=-P-7H | A=2/5 or 5/5, Q(H)=0
    1  1S-P-2C-P-2H-P-4S
    1  1S-P-2C-P-2N-P-3S-P-3N-P-4C-P-4D-P-4N-P-5C=1=-P-6S | A=0/5 or 3/5
    1  1S-P-2C-P-2N-P-3S-P-3N-P-4C-P-4D-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2C-P-2N-P-3S-P-3N-P-4C-P-4D-P-4S
    1  1S-P-2C-P-2N-P-3S-P-4C-P-4H-P-4N-P-5S=1=-P-6S | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2C-P-2N-P-3S-P-4C-P-4H-P-4S-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2C-P-2N-P-3S-P-4D-P-4H-P-4S-P-4N-P-5D=1=-P-6S | A=1/5 or 4/5
    1  1S-P-2C-P-2N-P-3S-P-4S
    1  1S-P-2C-P-2N-P-3S-P-4S-P-4N-P-5S=1= | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2C-P-2S-P-3S-P-3N-P-4D-P-4H-P-4N-P-5D=1=-P-5H-P-6C=2=-P-6S | A=1/5 or 4/5 | !S queen and !C king
    1  1S-P-2C-P-2S-P-3S-P-3N-P-4N-P-5C=1=-P-6S | A=0/5 or 3/5
    1  1S-P-2C-P-2S-P-3S-P-4C-P-4H-P-4N-P-5D=1=-P-5H-P-5S=2=-P-6S | A=1/5 or 4/5 | No !S queen
    1  1S-P-2C-P-2S-P-3S-P-4D-P-4H-P-4S
    1  1S-P-2C-P-3C-P-3S-P-3N-P-4N-P-5S=1=-P-6S | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2C-P-3C-P-3S-P-4S-P-4N-P-5D=1=-P-5H-P-6C=2=-P-6S | A=1/5 or 4/5 | !S queen and !C king
    1  1S-P-2C-P-3D-P-3S-P-3N-P-4C-P-4D-P-4N-P-5C=1=-P-6S | A=0/5 or 3/5
    1  1S-P-2C-P-3D-P-3S-P-3N-P-4C-P-4D-P-4N-P-5S=1= | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2C-P-3D-P-3S-P-3N-P-4C-P-4D-P-4S
    1  1S-P-2C-P-3D-P-3S-P-3N-P-4D-P-4H-P-4N-P-5D=1=-P-6S | A=1/5 or 4/5
    2  1S-P-2C-P-3D-P-3S-P-4C-P-4D-P-4S
    1  1S-P-2C-P-3D-P-3S-P-4D-P-4H-P-4S
    1  1S-P-2C-P-3D-P-3S-P-4N-P-5H=1=-P-5N=2=-P-6H=3=-P-6S | A=2/5 or 5/5, Q(S)=0 | King ask by 5NT | K=2
    1  1S-P-2C-P-3D-P-4H=1=-P-4N-P-5D=2=-P-5S | Splinter | A=1/5 or 4/5
    1  1S-P-2C-P-3D-P-4S
    2  1S-P-2C-P-3H-P-3S-P-4C-P-4D-P-4N-P-5D=1=-P-5H-P-6C=2=-P-6S | A=1/5 or 4/5 | !S queen and !C king
    1  1S-P-2C-P-3H-P-3S-P-4C-P-4H-P-4N-P-5H=1=-P-5N=2=-P-6H=3=-P-6S | A=2/5 or 5/5, Q(S)=0 | King ask by 5NT | K=2
    1  1S-P-2C-P-3H-P-3S-P-4N-P-5C=1=-P-5N=2=-P-6D=3=-P-7S | A=0/5 or 3/5 | King ask by 5NT | K=1
    1  1S-P-2C-P-3H-P-3S-P-4N-P-5C=1=-P-6S | A=0/5 or 3/5
    1  1S-P-2C-P-3H-P-3S-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2C-P-3H-P-3S-P-4S-P-4N-P-5S=1=-P-6S | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2C-P-3N-P-4N-P-6N
    2  1S-P-2C-P-3N-P-6S
    1  1S-P-2C-P-3S-P-4N-P-5D=1=-P-5H-P-6C=2=-P-6S | A=1/5 or 4/5 | !S queen and !C king
    1  1S-P-2C-P-3S-P-4N-P-5D=1=-P-5N=2=-P-6C=3=-P-7S | A=1/5 or 4/5 | King ask by 5NT | K=0
    1  1S-P-2C-P-3S-P-4N-P-5D=1=-P-6S | A=1/5 or 4/5
    2  1S-P-2C-P-3S-P-4N-P-5S=1=-P-6S | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2C-P-4D=1=-P-4H-P-5C-P-6S | Splinter
    1  1S-P-2D-3H-3S-P-4N-P-5S=1=-P-6S | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2D-3H-X-P-4H=1=-P-4N-P-5H=2=-P-6S | Limit raise or better in !S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2D-4H-X-P-4S
    1  1S-P-2D-P-2H-P-2S-P-3C-P-3S-P-4S-P-4N-P-5C=1=-P-5S | A=0/5 or 3/5
    1  1S-P-2D-P-2H-P-2S-P-3D-P-3H-P-4N-P-5C=1=-P-5S-P-6S | A=0/5 or 3/5
    1  1S-P-2D-P-2H-P-2S-P-3D-P-3H-P-4N-P-5C=1=-P-6S | A=0/5 or 3/5
    1  1S-P-2D-P-2H-P-2S-P-3D-P-3H-P-4N-P-5D=1=-P-5S | A=1/5 or 4/5
    1  1S-P-2D-P-2H-P-2S-P-4N-P-5S=1=-P-5N=2=-P-6H=3=-P-7S | A=2/5 or 5/5, Q(S)=1 | King ask by 5NT | K=2
    1  1S-P-2D-P-2H-P-3H-P-3N-P-4C-P-4N-P-5D=1=-P-5S-P-6D=2=-P-6H | A=1/5 or 4/5 | !H queen and !D king
    1  1S-P-2D-P-2H-P-3S-P-4N-P-5H=1=-P-5S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2D-P-2N-P-3S-P-3N-P-4C-P-4D-P-4N-P-5D=1=-P-6S | A=1/5 or 4/5
    1  1S-P-2D-P-2N-P-3S-P-3N-P-4C-P-4H-P-4N-P-5H=1=-P-5S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2D-P-2N-P-3S-P-3N-P-4S
    1  1S-P-2D-P-2N-P-3S-P-4C-P-4H-P-4N-P-5H=1=-P-6N | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2D-P-2N-P-3S-P-4D-P-4H-P-4S
    1  1S-P-2D-P-2N-P-3S-P-4N-P-5C=1=-P-5N=2=-P-6D=3=-P-6S | A=0/5 or 3/5 | King ask by 5NT | K=1
    1  1S-P-2D-P-2N-P-3S-P-4N-P-5D=1=-P-5S | A=1/5 or 4/5
    1  1S-P-2D-P-2N-P-4C=1=-P-4S-P-4N-P-5D=2=-P-5H-P-5N=3=-P-6S | Splinter | A=1/5 or 4/5 | !S queen no !C king no !D king no !H king
    2  1S-P-2D-P-2N-P-4S-P-4N-P-5D=1=-P-6S | A=1/5 or 4/5
    1  1S-P-2D-P-2N-P-4S-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2D-P-2S-P-3S-P-4C-P-4D-P-4N-P-5S=1= | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2D-P-2S-P-3S-P-4S-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    2  1S-P-2D-P-3D-P-3N
    1  1S-P-2D-P-3H-P-3S-P-3N-P-4D-P-4H-P-4N-P-5C=1=-P-5D-P-5H=2=-P-7S | A=0/5 or 3/5 | !S queen and !H king
    1  1S-P-2D-P-3H-P-3S-P-4C-P-4D-P-4N-P-5S=1= | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2D-P-3H-P-3S-P-4N-P-5D=1=-P-5S | A=1/5 or 4/5
    1  1S-P-2D-P-3H-P-3S-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2D-P-3H-P-3S-P-4S
    1  1S-P-2D-P-3H-P-4S
    1  1S-P-2D-P-3N-P-4N-P-6N
    2  1S-P-2D-P-3N-P-6S
    1  1S-P-2D-P-3S-P-4N-P-5C=1=-P-5D-P-5N=2=-P-6C=3=-P-6D=4=-P-6S | A=0/5 or 3/5 | !S queen no !H king no !C king no !D king | King ask by available bid | K=0
    1  1S-P-2D-P-3S-P-4N-P-5C=1=-P-5D-P-6C=2=-P-7S | A=0/5 or 3/5 | !S queen and !C king
    2  1S-P-2D-P-3S-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2D-P-3S-P-4N-P-5S=1=-P-6S | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2D-P-3S-P-4S-P-4N-P-5H=1=-X-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2D-P-4S-P-4N-P-5S=1=-P-6S | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2H-2N=1=-4H | Unusual 2NT
    1  1S-P-2H-2N=1=-4N-P-5H=2=-P-6H | Unusual 2NT | A=2/5 or 5/5, Q(H)=0
    1  1S-P-2H-3C-3N-P-6S
    1  1S-P-2H-P-2N-P-3S-P-3N-P-4D-P-4H-P-4N-P-5H=1=-P-6S | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2H-P-2N-P-3S-P-3N-P-4N-P-5D=1=-P-5H-P-5S=2= | A=1/5 or 4/5 | No !S queen
    1  1S-P-2H-P-2N-P-4C=1=-P-4S | Splinter
    1  1S-P-2H-P-2N-P-4C=1=-P-4S-P-4N-P-5H=2=-P-5S | Splinter | A=2/5 or 5/5, Q(S)=0
    2  1S-P-2H-P-2S-P-3S-P-3N-P-4C-P-4H-P-4S
    1  1S-P-2H-P-2S-P-3S-P-4C-P-4S
    1  1S-P-2H-P-2S-P-4C=1=-P-4H-P-4S-P-4N-P-5H=2=-P-6S | Splinter | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2H-P-3D-P-3S-P-3N-P-4C-P-4D-P-4N-P-5S=1=-P-5N=2=-P-6D=3=-P-7S | A=2/5 or 5/5, Q(S)=1 | King ask by 5NT | K=1
    1  1S-P-2H-P-3D-P-3S-P-3N-P-4N-P-5H=1=-P-5N=2=-P-6D=3=-P-6S | A=2/5 or 5/5, Q(S)=0 | King ask by 5NT | K=1
    1  1S-P-2H-P-3D-P-3S-P-4D-P-4H-P-4N-P-5S=1=-P-6S | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2H-P-3D-P-4S
    1  1S-P-2H-P-3D-P-4S-P-4N-P-5H=1=-P-6H | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2H-P-3H-P-3N-P-4H-P-4N-P-5H=1=-P-6H | A=2/5 or 5/5, Q(H)=0
    1  1S-P-2H-P-3N-P-6S
    1  1S-P-2H-P-3S-P-4S-P-4N-P-5D=1=-P-6S | A=1/5 or 4/5
    1  1S-P-2H-P-4D=1=-P-4N-P-5H=2=-P-5N=3=-P-6H=4=-P-7H | Splinter | A=2/5 or 5/5, Q(H)=0 | King ask by 5NT | K=2
    1  1S-P-2H-P-4H
    1  1S-P-2H-P-4H-P-4N-P-5D=1=-P-5S-P-6C=2=-P-6H | A=1/5 or 4/5 | !H queen and !C king
    1  1S-P-2H-P-4H-P-4N-P-5S=1=-P-6H | A=2/5 or 5/5, Q(H)=1
    1  1S-P-2H-P-4S-P-4N-P-5S=1=-P-5N=2=-P-6D=3=-P-7S | A=2/5 or 5/5, Q(S)=1 | King ask by 5NT | K=1
    1  1S-P-2N=1=-P-3C=2=-P-3D-P-3S-P-4C-P-4H-P-4N-P-5C=3=-P-6S | Jacoby 2NT | Shortness  !C | A=0/5 or 3/5
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4C-P-4H-P-4N-P-5C=3=-P-5N=4=-P-6H=5=-P-7S | Jacoby 2NT | Shortness  !C | A=0/5 or 3/5 | King ask by 5NT | K=2
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4C-P-4H-P-4N-P-5C=3=-P-6S | Jacoby 2NT | Shortness  !C | A=0/5 or 3/5
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4C-P-4H-P-4N-P-5D=3=-P-5H-P-6C=4=-P-6S | Jacoby 2NT | Shortness  !C | A=1/5 or 4/5 | !S queen and !C king
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4C-P-4H-P-4N-P-5S=3=-P-5N=4=-P-6D=5=-P-6S | Jacoby 2NT | Shortness  !C | A=2/5 or 5/5, Q(S)=1 | King ask by 5NT | K=1
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4C-P-4H-P-4N-P-5S=3=-P-6S | Jacoby 2NT | Shortness  !C | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4D-P-4H-P-4N-P-5H=3=-P-6S | Jacoby 2NT | Shortness  !C | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4D-P-4H-P-4S-P-4N-P-5S=3=-P-6S | Jacoby 2NT | Shortness  !C | A=2/5 or 5/5, Q(S)=1
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4H-P-4N-P-5D=3=-P-5H-P-6H=4=-P-7S | Jacoby 2NT | Shortness  !C | A=1/5 or 4/5 | !S queen and !H king
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4H-P-4N-P-5H=3=-P-5N=4=-P-6C=5=-P-7S | Jacoby 2NT | Shortness  !C | A=2/5 or 5/5, Q(S)=0 | King ask by 5NT | K=0
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4H-P-4N-P-5H=3=-P-5S | Jacoby 2NT | Shortness  !C | A=2/5 or 5/5, Q(S)=0
    1  1S-P-2N=1=-P-3C=2=-P-3S-P-4S-P-4N-P-5S=3=-P-6S | Jacoby 2NT | Shortness  !C | A=2/5 or 5/5, Q(S)=1
